id,DiveNum,ObsTime,Collector,GPS,Depth_m,Depth_ft,AnemSpp,AnemDia,oldAnemID,AnemID,AnemSampleID,Spp,Size1,Col1,Recap1,TagID1,ID1,Size2,Col2,Recap2,TagID2,ID2,Size3,Col3,Recap3,TagID3,ID3,Size4,Col4,Recap4,TagID4,ID4,Size5,Col5,Recap5,TagID5,ID5,Size6,Col6,Recap6,TagID6,ID6,Size7,Col7,Recap7,TagID7,ID7,Spp2,Spp2Size1,Spp2Size2,Spp2Size3,Spp2Size4,Notes
38,3,14:52:00,MRS,3,2.4,,HEMG,35,,,,APOC,7,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3,14:53:00,MRS,3,2.6,,HECR,30,,,,APCL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,3,14:56:00,MRS,3,2.4,,HECR,30,749,2185,,APCL,7.9,O,N,985153000405925,23,5,,,,,4.5,,,,,4,,,,,3.5,,,,,3,,,,,"2.5, 2, 1.5, 1, 1",,,,,,,,,,
40,3,15:00:00,MRS,3,2.4,,HEAR,10,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3,15:01:00,MRS,3,2.5,,HECR,20,,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3,15:02:00,MRS,3,2.3,,HECR,5,,,,APCL,3,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,3,15:09:00,MRS,3,2.8,,HECR,30,,2186,,APCL,9.5,YP,N,985153000406330,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3,15:10:00,MRS,3,2.4,,HECR,30,,457,,APCL,10,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3,15:12:00,MRS,3,2.3,,HECR,35,,752,,APCL,10,,,,,3,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
45,3,15:17:00,MRS,3,2.4,,HECR,20,,832,,APPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,3,15:34:00,MRS,3,2.2,,????,,,,,APCL,7.1,YR,N,985153000406031,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,3,15:35:00,MRS,3,2.6,,STME,20,,2187,,APCL,8.5,YP,N,985153000401620,25,9.5,O,N,985153000402889,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,3,15:36:00,MRS,3,2.2,,HECR,15,,2188,,APCL,8.5,YR,N,985153000403295,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,3,15:39:00,MRS,3,2.6,,HECR,30,,2189,,APCL,7.1,YR,N,985153000404956,29,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3,15:40:00,MRS,3,2.2,,EMPT,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,3,15:46:00,MRS,3,2.1,,HECR,20,1001,2190,,APCL,7.6,O,N,985153000400546,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,3,15:46:00,MRS,3,2.1,,HECR,20,,409,,APPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3,15:46:00,MRS,3,2.1,,ENQD,40,,,,APFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,10:09:00,MRS,3,3.0,,HECR,30,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4,10:14:00,MRS,3,3.0,,HECR,15,,368,,APCL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,10:15:00,MRS,3,3.2,,HECR,,,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anemone species identified from January 2015 data (#966) (not marked this year). Fish #31 was hiding against the pulled-in anemone.
52,4,10:20:00,MRS,3,3.4,,HECR,25,,2191,,APCL,5.3,YP,,,31,9.2,O,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4,10:21:00,MRS,3,2.6,,HECR,30,,,,APPE,8.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4,10:23:00,MRS,3,2.7,,HECR,20,,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,4,10:32:00,MRS,3,3.1,,HECR,20,,2002,,APCL,9.5,O,,,33,6.6,O,,,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One large fish swam away
56,4,10:32:00,MRS,3,3.1,,HECR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,4,10:35:00,MRS,3,3.0,,????,,,,,APCL,10.7,YP,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,10:37:00,MRS,3,2.8,,HECR,40,,,,APPE,15.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,4,10:37:00,MRS,3,2.8,,HECR,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,4,10:37:00,MRS,3,3.0,,HECR,25,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,4,10:38:00,MRS,3,3.2,,HECR,40,,1029,,APCL,10.0,,,,,2,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4,10:40:00,MRS,3,3.0,,HECR,30,,,,APPE,7.0,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4,10:41:00,MRS,3,3.3,,HECR,25,,967,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4,10:44:00,MRS,3,3.5,,HECR,25,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4,10:48:00,MRS,3,3.5,,HECR,40,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4,10:49:00,MRS,3,3.2,,HECR,10,,,,APCL,5.0,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,4,10:50:00,MRS,3,3.6,,HECR,,,1027,,APCL,9.7,YP,,,36,9.3,O,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,7,5,,,"Time highly uncertain: visited sometime between 10:32 and 11:07. Michelle was too busy processing fish and didn't visit this anemone (or didn't record the time when she did). Reconstructed the time based on location of #1027 in January 2015, and then matching that (especially latitude) to the GPS track from this year. Depth guessed based on time."
68,4,10:51:00,MRS,3,3.6,,HECR,25,,,,APCL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4,10:55:00,MRS,3,3.5,,HECR,25,,492,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,11:06:00,MRS,3,3.4,,HECR,25,,1033,,APCL,10.1,O,,,40,9.6,O,,,41,3.5,YR,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4,11:07:00,MRS,3,3.7,,ENQD,30,,2005,,APCL,10.2,O,,,38,11.1,YP,,,39,6.5,YR,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,"The 6.5 YR was noted as ""2005?"" because anemone was uncertain."
72,4,11:15:00,MRS,3,3.7,,HEMA,10,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4,11:17:00,MRS,3,3.7,,ENQD,30,,498,,APCL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFR,2,,,,
74,4,11:19:00,MRS,3,3.8,,HECR,30,,2003,,APCL,10.7,YP,,,44,9.8,O,,,45,3,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Also two small ones
75,4,11:25:00,MRS,3,3.8,,HECR,20,,2192,,APCL,3.5,YR,,,46,6.1,YR,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,11:28:00,MRS,3,3.9,,HECR,20,,2006,,APCL,3.3,YR,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One large one swam away
77,4,11:28:00,MRS,3,3.8,,HECR,20,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,4,11:34:00,MRS,3,4.1,,HECR,30,,2193,,APCL,5.9,YR,,,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One small one got away
79,4,11:53:00,MRS,3,4.3,,HECR,,,2194,,APCL,5.1,W,,,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4,12:05:00,MRS,3,4.7,,HECR,20,,495,,APCL,9.2,O,,,49,7.1,YP,,,54,4.4,YR,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,12:10:00,MRS,3,4.1,,HECR,10,,2195,,APCL,10.3,YP,,,52,9.6,O,,,53,5,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Two small fish sizes highly estimated.
82,5,14:03:00,MRS,3,4.9,,HECR,30,,2197,,APCL,6.1,YR,,,57,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5,14:10:00,MRS,3,4.7,,STME,40,488,2196,,APCL,10.7,O,,,55,10.3,O,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,5,14:11:00,MRS,3,4.7,,HECR,40,,,,APPE,5.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,5,14:12:00,MRS,3,4.9,,MADO,30,,,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anemone was marked HECR or MADO based on field notes today. Decided on MADO since that's what we called #964 last year.
86,5,14:15:00,MRS,3,5.6,,MADO,30,,964,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5,14:20:00,MRS,3,5.3,,HECR,30,,946,,APPE,9.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anemone size assumed to be same as the one before based on field notes.
88,5,14:23:00,MRS,3,5.1,,ENQD,40,,,,APFR,15.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5,14:31:00,MRS,3,5.1,,HECR,30,,487,,APPE,9.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,5,14:33:00,MRS,3,5.1,,HECR,30,,486,,APPE,9.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,5,14:35:00,MRS,3,5.7,,HECR,30,,2007,,APCL,9.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two large fish swam away. Anemone spp marked based on Malin's memory. It was pulled into a crack when Michelle saw it.
92,5,14:38:00,MRS,3,4.7,,HECR,25,,2195,,APCL,5.7,YR,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,2,,,,"Note says: ""two larger from before"" (perhaps because two large fish with fins clipped?)"
93,5,14:45:00,MRS,3,4.8,,MADO,30,,2198,,APCL,7.5,O,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5,14:45:00,MRS,3,4.8,,HECR,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,5,14:48:00,MRS,3,5.6,,ENQD,30,,,,APFR,7.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,5,14:49:00,MRS,3,4.8,,HECR,30,,,,APPE,9.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5,14:50:00,MRS,3,5.2,,ENQD,25,,,,APFR,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APOC,2,,,,
98,5,14:51:00,MRS,3,4.7,,HECR,15,,2200,,APCL,7.5,O,,,62,3,,,,,6.3,YR,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,"Fish sizes based on Michelle's notes when she saw it first (7,3) and the fish we caught there (7.5, 6.9, and one small one that got away). This anemone also observed at 15:05"
99,5,14:56:00,MRS,3,4.4,,HECR,15,,2199,,APCL,5.1,YR,,,60,3,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5,14:57:00,MRS,3,4.4,,HECR,30,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5,14:59:00,MRS,3,4.4,,HECR,30,,2014,,APCL,10.2,O,,,72,9.6,YP,,,70,5.8,YR,,,73,4.2,YR,,,71,3.0,,,,,,,,,,,,,,,,,,,,"Fish sizes based on Michelle's notes when she saw it first (10,10,7,5,3) and the fish we caught there (10.2, 9.6, 5.8, 4.2)."
102,5,15:10:00,MRS,3,3.0,,HECR,30,,945,,APCL,4.5,YR,,,63,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5,15:13:00,MRS,3,3.0,,HECR,30,,2013,,APCL,5.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5,15:19:00,MRS,3,4.4,,HECR,30,,484,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5,15:24:00,MRS,3,3.0,,HECR,30,960,2201,,APCL,11.0,O,,,65,5.1,YR,,,66,11,YP,,,67,2.0,W,,,,2.0,W,,,,,,,,,,,,,,,,,,,MRS and MLP guessed that the 5.1 is #66 because a tube exists and no other fish was #66.
106,5,15:24:00,MRS,3,3.0,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5,15:35:00,MRS,3,4.1,,HECR,10,,2202,,APCL,10.5,O,,,68,8.6,O,,,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The small APCL got away
1041,6,11:21:00,MRS,3,2.7,,HECR,25,,2001,,APCL,7.1,O,N,985153000356801,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,"Several other APCL hid, Malin may know the sizes"
108,6,11:26:00,MRS,3,3.3,,HECR,30,,,,APPE,9.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,6,11:27:00,MRS,3,3.1,,MADO,25,128,2206,,APCL,5.0,,,,,4.4,YR,,,78,7.2,O,N,985153000372339,77,,,,,,,,,,,,,,,,,,,,,,,,,,
110,6,11:32:00,MRS,3,3.3,,HECR,35,,949,,APPE,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,6,11:34:00,MRS,3,3.3,,HECR,20,,,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,6,11:41:00,MRS,3,3.1,,HECR,30,,,,APPE,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,6,11:45:00,MRS,3,3.2,,HECR,25,,2204,,APCL,10.7,YP,Y,985153000376136,,6.3,YR,N,985153000371943,75,3,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Malin estimated 2 small fish sizes
1050,6,11:46:00,MRS,3,3.3,,HECR,35,720,2203,,APCL,9.6,O,N,985153000364576,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,6,11:58:00,MRS,3,3.3,,HECR,30,948,2205,,APCL,8.9,O,Y,985153000374351,,9.6,YP,Y,985153000371708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,6,12:11:00,MRS,3,,,????,,,,,APCL,10.0,YP,,,,10,YP,,,,10,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"These 3 fish were swimming around together not near an anemone, I believe 2 of the fish were the fish caught at time point 12:26 anemone"
114,6,12:13:00,MRS,3,3.7,,HECR,35,,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,6,12:18:00,MRS,3,3.3,,HEMG,30,,,,APOC,7.0,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,6,12:26:00,MRS,3,3.5,,HECR,25,,1026,,APCL,9.7,O,N,985153000371224,79,10.6,YP,Y,985153000373373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,These fish also swim to anemone 950
1179,6,12:40:00,MRS,3,3.5,,HECR,25,727,2207,,APCL,8.0,YP,N,985153000403168,80,7.3,O,N,985153000402873,81,3,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Malin estimated 2 small fish sizes
116,6,12:44:00,MRS,3,3.5,,MADO,10,969,2208,,APCL,4.2,YR,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,6,12:54:00,MRS,3,3.5,,STME,10,,2209,,APCL,6.3,YP,N,985153000404875,83,3.5,W,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anemone was pulled in
1148,6,13:10:00,MRS,3,3.5,,HECR,30,,729,,APCL,8.3,O,N,985153000401772,85,9,YP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,6,13:17:00,MRS,3,3.5,,HECR,15,,,,APCL,7.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,6,13:18:00,MRS,3,3.7,,HECR,30,,,,APPE,7.0,,,,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,6,13:29:00,MRS,3,3.5,,MADO,27,,971,,APCL,6.5,YR,N,985153000404213,86,8.9,O,N,985153000353794,87,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The other large one swam away
119,7,14:31:00,MRS,3,4.1,,HECR,25,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,7,14:36:00,MRS,3,3.8,,HECR,15,,,,APCL,6.0,,,,,3,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,7,14:44:00,MRS,3,3.8,,HECR,20,,2210,,APCL,6.5,O,N,985153000402963,88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,The other large fish swam away
