Name,Date/Time,Assay Conc.,Units,Stock Conc.,Units,Assay Type,Sample Vol (µL),Dilution Factor,Std 1 RFU,Std 2 RFU,Std 3 RFU,Excitation,Green RFU,Far Red RFU
4:13:24 PM,2017-08-31 4:13:24 PM,8.30,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,666.60,
4:13:08 PM,2017-08-31 4:13:08 PM,15.5,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,1183.58,
4:12:36 PM,2017-08-31 4:12:36 PM,9.20,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,730.69,
4:11:55 PM,2017-08-31 4:11:55 PM,4.28,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,382.96,
4:11:37 PM,2017-08-31 4:11:37 PM,5.17,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,445.65,
4:11:23 PM,2017-08-31 4:11:23 PM,4.91,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,427.16,
4:11:08 PM,2017-08-31 4:11:08 PM,4.69,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,411.43,
4:10:50 PM,2017-08-31 4:10:50 PM,1.87,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,214.91,
4:10:37 PM,2017-08-31 4:10:37 PM,5.38,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,459.91,
4:10:20 PM,2017-08-31 4:10:20 PM,3.94,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,358.72,
4:10:02 PM,2017-08-31 4:10:02 PM,4.62,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,407.00,
4:09:36 PM,2017-08-31 4:09:36 PM,0.91,ng/ml,,,dsDNA HS,,,88.25,35305.52,,BLUE,149.26,
3:47:45 PM,2017-08-25 3:47:45 PM,14.3,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,1128.58,
3:47:06 PM,2017-08-25 3:47:06 PM,30.6,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,2330.58,
3:46:27 PM,2017-08-25 3:46:27 PM,3.19,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,323.13,
3:46:09 PM,2017-08-25 3:46:09 PM,2.54,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,276.58,
3:44:48 PM,2017-08-25 3:44:48 PM,69.2,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,5194.62,
3:44:34 PM,2017-08-25 3:44:34 PM,38.3,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,2896.50,
3:44:19 PM,2017-08-25 3:44:19 PM,58.5,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,4398.44,
3:44:04 PM,2017-08-25 3:44:04 PM,23.8,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,1827.74,
3:43:25 PM,2017-08-25 3:43:25 PM,99.3,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,7428.95,
3:43:10 PM,2017-08-25 3:43:10 PM,40.4,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,3057.35,
3:42:40 PM,2017-08-25 3:42:40 PM,56.2,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,4227.95,
3:42:26 PM,2017-08-25 3:42:26 PM,60.7,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,4565.41,
3:42:10 PM,2017-08-25 3:42:10 PM,37.0,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,2800.55,
3:41:56 PM,2017-08-25 3:41:56 PM,6.46,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,557.72,
3:41:39 PM,2017-08-25 3:41:39 PM,2.57,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,279.31,
3:41:00 PM,2017-08-25 3:41:00 PM,3.80,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,366.66,
3:40:42 PM,2017-08-25 3:40:42 PM,2.07,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,243.70,
3:40:11 PM,2017-08-25 3:40:11 PM,0.52,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,134.98,
3:39:17 PM,2017-08-25 3:39:17 PM,1.36,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,193.57,
3:39:03 PM,2017-08-25 3:39:03 PM,<0.50,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,131.82,
3:38:41 PM,2017-08-25 3:38:41 PM,1.19,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,181.35,
3:38:23 PM,2017-08-25 3:38:23 PM,1.11,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,175.77,
3:37:59 PM,2017-08-25 3:37:59 PM,0.67,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,145.61,
3:37:44 PM,2017-08-25 3:37:44 PM,<0.50,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,122.36,
3:37:39 PM,2017-08-25 3:37:39 PM,<0.50,ng/ml,,,dsDNA HS,,,100.08,36070.32,,BLUE,123.61,
2:48:06 PM,2017-08-22 2:48:06 PM,5.45,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,396.89,
2:47:48 PM,2017-08-22 2:47:48 PM,5.67,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,410.34,
2:47:34 PM,2017-08-22 2:47:34 PM,3.65,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,289.90,
2:47:19 PM,2017-08-22 2:47:19 PM,2.50,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,221.68,
2:47:05 PM,2017-08-22 2:47:05 PM,4.52,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,341.34,
2:46:51 PM,2017-08-22 2:46:51 PM,5.39,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,393.23,
2:46:36 PM,2017-08-22 2:46:36 PM,5.12,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,377.29,
2:46:24 PM,2017-08-22 2:46:24 PM,7.38,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,512.43,
2:46:12 PM,2017-08-22 2:46:12 PM,4.99,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,369.35,
2:45:58 PM,2017-08-22 2:45:58 PM,5.86,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,421.20,
2:45:32 PM,2017-08-22 2:45:32 PM,3.30,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,269.21,
2:45:17 PM,2017-08-22 2:45:17 PM,3.83,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,300.59,
2:45:02 PM,2017-08-22 2:45:02 PM,7.91,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,544.61,
2:44:44 PM,2017-08-22 2:44:44 PM,4.37,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,332.24,
2:44:30 PM,2017-08-22 2:44:30 PM,4.52,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,341.56,
2:44:16 PM,2017-08-22 2:44:16 PM,5.38,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,393.03,
2:44:00 PM,2017-08-22 2:44:00 PM,6.49,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,459.00,
2:43:40 PM,2017-08-22 2:43:40 PM,5.38,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,392.48,
2:43:19 PM,2017-08-22 2:43:19 PM,4.92,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,365.16,
2:43:03 PM,2017-08-22 2:43:03 PM,5.09,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,375.32,
2:42:40 PM,2017-08-22 2:42:40 PM,5.37,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,392.35,
2:42:25 PM,2017-08-22 2:42:25 PM,4.39,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,333.63,
2:42:08 PM,2017-08-22 2:42:08 PM,4.53,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,342.10,
2:40:16 PM,2017-08-22 2:40:16 PM,4.34,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,330.67,
2:40:02 PM,2017-08-22 2:40:02 PM,4.87,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,362.22,
2:39:41 PM,2017-08-22 2:39:41 PM,4.85,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,361.25,
2:39:22 PM,2017-08-22 2:39:22 PM,4.03,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,312.41,
2:38:40 PM,2017-08-22 2:38:40 PM,3.93,ng/ml,,,dsDNA HS,,,77.35,29940.41,,BLUE,306.29,
12:07:45 PM,2017-07-06 12:07:45 PM,1.59,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,201.02,
12:07:31 PM,2017-07-06 12:07:31 PM,380,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,28170.20,
12:07:17 PM,2017-07-06 12:07:17 PM,2.47,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,264.09,
12:07:00 PM,2017-07-06 12:07:00 PM,0.60,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,130.64,
12:06:47 PM,2017-07-06 12:06:47 PM,102,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,7769.76,
12:06:36 PM,2017-07-06 12:06:36 PM,<0.50,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,122.45,
12:06:23 PM,2017-07-06 12:06:23 PM,8.16,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,679.79,
12:05:51 PM,2017-07-06 12:05:51 PM,12.2,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,977.81,
12:05:38 PM,2017-07-06 12:05:38 PM,<0.50,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,97.72,
12:05:23 PM,2017-07-06 12:05:23 PM,3.76,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,357.37,
12:05:09 PM,2017-07-06 12:05:09 PM,<0.50,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,83.99,
12:04:55 PM,2017-07-06 12:04:55 PM,1.63,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,204.14,
12:04:41 PM,2017-07-06 12:04:41 PM,39.1,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,2995.01,
12:03:56 PM,2017-07-06 12:03:56 PM,39.9,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,3051.97,
12:03:43 PM,2017-07-06 12:03:43 PM,87.8,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,6670.63,
12:03:22 PM,2017-07-06 12:03:22 PM,1.76,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,213.42,
12:03:09 PM,2017-07-06 12:03:09 PM,67.2,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,5118.42,
12:02:51 PM,2017-07-06 12:02:51 PM,156,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,11793.05,
12:02:33 PM,2017-07-06 12:02:33 PM,116,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,8767.08,
12:02:14 PM,2017-07-06 12:02:14 PM,36.6,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,2807.24,
12:01:54 PM,2017-07-06 12:01:54 PM,223,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,16819.46,
12:01:35 PM,2017-07-06 12:01:35 PM,71.0,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,5401.25,
12:01:19 PM,2017-07-06 12:01:19 PM,146,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,11028.31,
12:00:56 PM,2017-07-06 12:00:56 PM,50.2,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,3830.38,
12:00:43 PM,2017-07-06 12:00:43 PM,66.2,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,5042.57,
12:00:31 PM,2017-07-06 12:00:31 PM,131,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,9925.46,
12:00:17 PM,2017-07-06 12:00:17 PM,27.6,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,2126.85,
12:00:02 PM,2017-07-06 12:00:02 PM,392,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,29035.39,
11:59:38 AM,2017-07-06 11:59:38 AM,153,ng/ml,,,dsDNA HS,,,89.59,36648.32,,BLUE,11567.67,
2:01:47 PM,2017-06-13 2:01:47 PM,83.9,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,5243.85,
2:01:34 PM,2017-06-13 2:01:34 PM,42.3,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,2665.03,
2:01:19 PM,2017-06-13 2:01:19 PM,20.8,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,1343.60,
2:01:05 PM,2017-06-13 2:01:05 PM,18.8,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,1215.53,
2:00:52 PM,2017-06-13 2:00:52 PM,12.8,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,848.80,
2:00:38 PM,2017-06-13 2:00:38 PM,7.88,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,553.14,
2:00:22 PM,2017-06-13 2:00:22 PM,57.5,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,3604.45,
2:00:07 PM,2017-06-13 2:00:07 PM,205,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,12704.95,
1:59:53 PM,2017-06-13 1:59:53 PM,262,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,16125.82,
1:59:20 PM,2017-06-13 1:59:20 PM,156,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,9675.74,
1:59:07 PM,2017-06-13 1:59:07 PM,103,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,6422.24,
1:58:49 PM,2017-06-13 1:58:49 PM,106,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,6629.32,
1:58:35 PM,2017-06-13 1:58:35 PM,96.6,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,6025.97,
1:58:18 PM,2017-06-13 1:58:18 PM,84.4,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,5273.85,
1:58:05 PM,2017-06-13 1:58:05 PM,70.5,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,4410.83,
1:57:49 PM,2017-06-13 1:57:49 PM,131,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,8133.06,
1:57:36 PM,2017-06-13 1:57:36 PM,96.6,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,6030.32,
1:57:23 PM,2017-06-13 1:57:23 PM,95.8,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,5982.44,
1:57:06 PM,2017-06-13 1:57:06 PM,85.3,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,5331.28,
1:56:50 PM,2017-06-13 1:56:50 PM,160,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,9925.10,
1:56:31 PM,2017-06-13 1:56:31 PM,189,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,11729.73,
1:56:19 PM,2017-06-13 1:56:19 PM,6.01,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,440.37,
1:56:04 PM,2017-06-13 1:56:04 PM,106,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,6588.39,
1:55:46 PM,2017-06-13 1:55:46 PM,6.46,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,467.80,
1:55:33 PM,2017-06-13 1:55:33 PM,56.3,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,3531.67,
1:55:13 PM,2017-06-13 1:55:13 PM,47.2,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,2968.33,
1:54:57 PM,2017-06-13 1:54:57 PM,41.7,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,2630.81,
1:54:39 PM,2017-06-13 1:54:39 PM,46.9,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,2952.44,
1:54:22 PM,2017-06-13 1:54:22 PM,110,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,6833.21,
1:54:06 PM,2017-06-13 1:54:06 PM,77.6,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,4851.17,
1:53:46 PM,2017-06-13 1:53:46 PM,44.9,ng/ml,,,dsDNA HS,,,86.08,30060.36,,BLUE,2825.81,
4:03:12 PM,2017-04-19 4:03:12 PM,27.5,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,1776.39,
4:02:54 PM,2017-04-19 4:02:54 PM,30.5,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,1960.08,
4:02:16 PM,2017-04-19 4:02:16 PM,2.54,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,237.78,
4:02:00 PM,2017-04-19 4:02:00 PM,24.7,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,1599.57,
4:01:46 PM,2017-04-19 4:01:46 PM,19.7,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,1290.91,
4:01:24 PM,2017-04-19 4:01:24 PM,40.7,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,2598.44,
4:01:05 PM,2017-04-19 4:01:05 PM,32.4,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,2083.11,
4:00:47 PM,2017-04-19 4:00:47 PM,26.9,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,1738.77,
4:00:31 PM,2017-04-19 4:00:31 PM,23.4,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,1518.55,
4:00:16 PM,2017-04-19 4:00:16 PM,22.3,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,1449.75,
3:59:58 PM,2017-04-19 3:59:58 PM,26.3,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,1702.99,
3:59:20 PM,2017-04-19 3:59:20 PM,6.69,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,488.48,
3:58:29 PM,2017-04-19 3:58:29 PM,5.95,ng/ml,,,dsDNA HS,,,88.80,30413.27,,BLUE,443.73,
3:51:00 PM,2017-04-14 3:51:00 PM,14.8,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1183.02,
3:50:48 PM,2017-04-14 3:50:48 PM,26.6,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2068.48,
3:50:24 PM,2017-04-14 3:50:24 PM,2.02,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,245.59,
3:50:12 PM,2017-04-14 3:50:12 PM,17.5,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1387.53,
3:49:57 PM,2017-04-14 3:49:57 PM,31.4,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2429.88,
3:49:45 PM,2017-04-14 3:49:45 PM,30.8,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2381.68,
3:49:31 PM,2017-04-14 3:49:31 PM,22.6,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1765.94,
3:49:16 PM,2017-04-14 3:49:16 PM,13.9,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1122.20,
3:49:02 PM,2017-04-14 3:49:02 PM,31.2,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2417.18,
3:48:44 PM,2017-04-14 3:48:44 PM,17.9,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1420.47,
3:48:36 PM,2017-04-14 3:48:36 PM,<0.50,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,132.57,
3:48:26 PM,2017-04-14 3:48:26 PM,14.0,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1129.81,
3:47:51 PM,2017-04-14 3:47:51 PM,31.0,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2396.60,
3:47:35 PM,2017-04-14 3:47:35 PM,27.3,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2123.24,
3:47:18 PM,2017-04-14 3:47:18 PM,3.84,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,377.29,
3:46:56 PM,2017-04-14 3:46:56 PM,21.8,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1707.17,
3:46:42 PM,2017-04-14 3:46:42 PM,14.5,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1159.67,
3:46:29 PM,2017-04-14 3:46:29 PM,20.0,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1574.04,
3:46:14 PM,2017-04-14 3:46:14 PM,18.5,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1459.94,
3:45:59 PM,2017-04-14 3:45:59 PM,28.3,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2196.65,
3:45:39 PM,2017-04-14 3:45:39 PM,21.6,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1695.41,
3:19:58 PM,2017-04-14 3:19:58 PM,19.6,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1542.92,
3:19:44 PM,2017-04-14 3:19:44 PM,31.0,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2401.69,
3:19:30 PM,2017-04-14 3:19:30 PM,<0.50,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,107.30,
3:19:21 PM,2017-04-14 3:19:21 PM,<0.50,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,101.01,
3:19:06 PM,2017-04-14 3:19:06 PM,32.3,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,2494.89,
3:18:53 PM,2017-04-14 3:18:53 PM,17.2,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1365.93,
3:18:41 PM,2017-04-14 3:18:41 PM,1.30,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,194.12,
3:18:30 PM,2017-04-14 3:18:30 PM,49.4,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,3789.38,
3:18:19 PM,2017-04-14 3:18:19 PM,15.0,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1201.30,
3:18:06 PM,2017-04-14 3:18:06 PM,25.4,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1976.09,
3:17:52 PM,2017-04-14 3:17:52 PM,25.1,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1957.36,
3:17:38 PM,2017-04-14 3:17:38 PM,12.6,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1023.54,
3:17:25 PM,2017-04-14 3:17:25 PM,2.46,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,276.79,
3:17:08 PM,2017-04-14 3:17:08 PM,20.7,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1628.98,
3:16:52 PM,2017-04-14 3:16:52 PM,16.4,ng/ml,,,dsDNA HS,,,103.20,36663.53,,BLUE,1301.42,
