Name,Date/Time,Assay Conc.,Units,Stock Conc.,Units,Assay Type,Sample Vol (킠),Dilution Factor,Std 1 RFU,Std 2 RFU,Std 3 RFU,Excitation,Green RFU,Far Red RFU
10:49:46 AM,2014-11-03 10:49:46 AM,59.5,ng/ml,,,dsDNA HS,,,68.08,41617.71,,BLUE,5118.55,
10:49:36 AM,2014-11-03 10:49:36 AM,79.1,ng/ml,,,dsDNA HS,,,68.08,41617.71,,BLUE,6805.89,
10:49:24 AM,2014-11-03 10:49:24 AM,63.8,ng/ml,,,dsDNA HS,,,68.08,41617.71,,BLUE,5492.34,
10:49:01 AM,2014-11-03 10:49:01 AM,74.7,ng/ml,,,dsDNA HS,,,68.08,41617.71,,BLUE,6423.75,
10:47:14 AM,2014-11-03 10:47:14 AM,77.5,ng/ml,7.75,ng/킠,dsDNA HS,2,100.00,68.08,41617.71,,BLUE,6666.55,
2:16:35 PM,2014-10-27 2:16:35 PM,112,ng/ml,,,dsDNA HS,,,66.84,46083.93,,BLUE,10680.65,
2:16:03 PM,2014-10-27 2:16:03 PM,95.8,ng/ml,,,dsDNA HS,,,66.84,46083.93,,BLUE,9114.20,
2:15:52 PM,2014-10-27 2:15:52 PM,176,ng/ml,,,dsDNA HS,,,66.84,46083.93,,BLUE,16712.54,
2:15:36 PM,2014-10-27 2:15:36 PM,478,ng/ml,,,dsDNA HS,,,66.84,46083.93,,BLUE,44135.23,
2:14:51 PM,2014-10-27 2:14:51 PM,500,ng/ml,50.0,ng/킠,dsDNA HS,2,100.00,66.84,46083.93,,BLUE,46184.51,
2:13:44 PM,2014-10-27 2:13:44 PM,482,ng/ml,48.2,ng/킠,dsDNA HS,2,100.00,66.84,46083.93,,BLUE,44551.76,
1:32:17 PM,2014-10-27 1:32:17 PM,143,ng/ml,,,dsDNA HS,,,66.37,34464.17,,BLUE,10197.09,
1:32:04 PM,2014-10-27 1:32:04 PM,174,ng/ml,,,dsDNA HS,,,66.37,34464.17,,BLUE,12341.19,
1:31:49 PM,2014-10-27 1:31:49 PM,239,ng/ml,,,dsDNA HS,,,66.37,34464.17,,BLUE,16912.37,
1:31:35 PM,2014-10-27 1:31:35 PM,>600,ng/ml,,,dsDNA HS,,,66.37,34464.17,,BLUE,47159.30,
1:30:12 PM,2014-10-27 1:30:12 PM,464,ng/ml,46.4,ng/킠,dsDNA HS,2,100.00,66.37,34464.17,,BLUE,32115.69,
1:29:34 PM,2014-10-27 1:29:34 PM,>600,ng/ml,,,dsDNA HS,,,66.37,34464.17,,BLUE,46451.68,
10:52:15 AM,2014-08-06 10:52:15 AM,240,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,22681.61,
10:52:09 AM,2014-08-06 10:52:09 AM,422,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,39168.26,
10:52:03 AM,2014-08-06 10:52:03 AM,402,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,37338.65,
10:51:57 AM,2014-08-06 10:51:57 AM,125,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,11855.73,
10:51:52 AM,2014-08-06 10:51:52 AM,452,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,41817.36,
10:51:46 AM,2014-08-06 10:51:46 AM,210,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,19819.93,
10:51:40 AM,2014-08-06 10:51:40 AM,428,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,39664.27,
10:51:34 AM,2014-08-06 10:51:34 AM,1.13,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,197.42,
10:51:28 AM,2014-08-06 10:51:28 AM,21.5,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,2089.16,
10:51:22 AM,2014-08-06 10:51:22 AM,17.2,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,1677.55,
10:51:14 AM,2014-08-06 10:51:14 AM,204,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,19322.35,
10:51:09 AM,2014-08-06 10:51:09 AM,263,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,24765.36,
10:51:03 AM,2014-08-06 10:51:03 AM,364,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,33905.76,
10:50:57 AM,2014-08-06 10:50:57 AM,389,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,36162.24,
10:50:51 AM,2014-08-06 10:50:51 AM,62.5,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,5959.59,
10:50:45 AM,2014-08-06 10:50:45 AM,499,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,45870.63,
10:50:39 AM,2014-08-06 10:50:39 AM,107,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,10205.37,
10:50:33 AM,2014-08-06 10:50:33 AM,110,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,10508.05,
10:50:28 AM,2014-08-06 10:50:28 AM,210,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,19809.04,
10:50:23 AM,2014-08-06 10:50:23 AM,335,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,31364.78,
10:50:17 AM,2014-08-06 10:50:17 AM,469,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,43266.02,
10:50:11 AM,2014-08-06 10:50:11 AM,108,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,10242.18,
10:49:58 AM,2014-08-06 10:49:58 AM,169,ng/ml,33.8,ng/킠,dsDNA HS,1,200.00,98.98,45982.51,,BLUE,15981.56,
10:49:53 AM,2014-08-06 10:49:53 AM,167,ng/ml,,,dsDNA HS,,,98.98,45982.51,,BLUE,15872.42,
10:49:10 AM,2014-08-06 10:49:10 AM,363,ng/ml,72.6,ng/킠,dsDNA HS,1,200.00,98.98,45982.51,,BLUE,33824.36,
3:55:14 PM,2014-04-12 3:55:14 PM,36.8,ng/ml,3.68,ng/킠,dsDNA HS,2,100.00,95.51,42467.24,,BLUE,3264.09,
